# word	ipa	meaning	source
#
# Two sources, and the fourth column says which is which.
#
# source=freetalk: the FreeTalk Dictionary V1, Copyright 2024-present
#   FreeTalk.fun, CC BY-NC 4.0 — NON-COMMERCIAL. A product that makes
#   money needs a licence from them. See FREETALK_LICENSE beside this
#   file. https://github.com/freetalk-fun/freetalk-dictionary-v1
#   Changed: the first short, non-circular sense of each word was
#   taken, and nothing else was kept.
#
# source=shadowline: the contractions and possessives, written for this
#   project in tools/contractions.py and under its licence, because the
#   dictionary has no entry containing an apostrophe.
#
# Rebuild with tools/build_seed_glosses.py.
sales	ˈseɪlz	The exchange of goods or services for money	freetalk
spent	ˈspɛnt	Exhausted of energy or resources	freetalk
store	ˈstɔɹ	A place where goods are kept for sale	freetalk
student	ˈstudənt	a person who is studying at a school or college	freetalk
tomorrow	təˈmɑˌɹoʊ	The day following today	freetalk
track	ˈtɹæk	A rough path or road, typically one beaten by use from people or animals	freetalk
via	ˈvaɪə	By way of	freetalk
watching	ˈwɑtʃɪŋ	To look at or observe attentively	freetalk
weight	ˈweɪt	A measure of the heaviness of an object	freetalk
addition	əˈdɪʃən	The act or process of adding something to something else	freetalk
ahead	əˈhɛd	In or toward the front	freetalk
allow	əˈlaʊ	To give permission for something to happen or be done	freetalk
anti	ˈænˌti	Opposed to; against	freetalk
association	əˌsoʊsiˈeɪʃən	A connection or relationship between people or organizations	freetalk
beat	ˈbit	To strike or hit repeatedly	freetalk
brown	ˈbɹaʊn	Of a color produced by mixing red, yellow, and black	freetalk
capital	ˈkæpətəl	The city or town that is the official seat of government in a country or region	freetalk
committee	kəˈmɪti	A group of people appointed for a specific function or task	freetalk
conference	ˈkɑnfɝəns	A formal meeting for discussion	freetalk
difference	ˈdɪfɝəns	The state or quality of being unlike or distinct	freetalk
double	ˈdʌbəl	Consisting of two equal, identical, or similar parts or things	freetalk
expect	ɪkˈspɛkt	Regard (something) as likely to happen	freetalk
gas	ˈɡæs	A substance in a form like air that is neither solid nor liquid and can be burned to produce heat or light	freetalk
island	ˈaɪlənd	A piece of land surrounded by water	freetalk
moved	ˈmuvd	To change position or location	freetalk
normal	ˈnɔɹməl	Conforming to a standard; usual, typical, or expected	freetalk
plans	ˈplænz	A detailed proposal for doing or achieving something	freetalk
population	ˌpɑpjəˈleɪʃən	All the inhabitants of a particular town, area, or country	freetalk
potential	pəˈtɛnʃəl	Having or showing the capacity to become or develop into something in the future	freetalk
pressure	ˈpɹɛʃɝ	Continuous physical force exerted on or against an object	freetalk
station	ˈsteɪʃən	A place where trains, buses, or other vehicles stop to pick up and drop off passengers	freetalk
text	ˈtɛkst	A written or printed work consisting of words	freetalk
treatment	ˈtɹitmənt	The manner in which someone behaves towards or deals with someone or something	freetalk
western	ˈwɛstɝn	Situated in the west	freetalk
beginning	bɪˈɡɪnɪŋ	The point in time or space at which something starts	freetalk
campaign	kæmˈpeɪn	A series of organized activities or events with a specific goal	freetalk
certainly	ˈsɝtənli	Without doubt; definitely	freetalk
completely	kəmˈplitli	In a thorough or absolute manner	freetalk
content	ˈkɑntɛnt	Satisfied with what one is or has; not wanting more or anything else	freetalk
credit	ˈkɹɛdət	Belief in the truth of something	freetalk
cross	ˈkɹɔs	A structure consisting of an upright post with a transverse beam used for execution or torture	freetalk
described	dɪˈskɹaɪbd	To give an account of something in words	freetalk
despite	dɪˈspaɪt	Without being affected by; in spite of	freetalk
female	ˈfiˌmeɪl	Of or denoting the sex that can bear offspring or produce eggs	freetalk
focus	ˈfoʊkəs	The center of interest or activity	freetalk
hi	ˈhaɪ	Used as a greeting or to attract someone's attention	freetalk
husband	ˈhʌzbənd	A married man considered in relation to his spouse	freetalk
ice	ˈaɪs	Frozen water	freetalk
individual	ˌɪndəˈvɪdʒəwəl	A single human being	freetalk
interesting	ˈɪntɹəstɪŋ	Engaging or exciting	freetalk
join	ˈdʒɔɪn	To connect or link together	freetalk
kept	ˈkɛpt	past tense of keep	freetalk
leading	ˈlidɪŋ	Showing the way	freetalk
loved	ˈlʌvd	Feeling deep affection or sexual love for someone	freetalk
message	ˈmɛsədʒ	A communication containing information	freetalk
miles	ˈmaɪlz	A unit of linear measure equal to 5,280 feet	freetalk
nearly	ˈnɪɹli	Almost but not quite	freetalk
particular	pɝˈtɪkjəlɝ	A specific item or detail	freetalk
previous	ˈpɹiviəs	Existing or occurring before in time or order	freetalk
quickly	ˈkwɪkli	In a fast or rapid manner	freetalk
region	ˈɹidʒən	An area, especially part of a country or the world	freetalk
reported	ˌɹiˈpɔɹtɪd	Give a spoken or written account of something that one has observed, heard, done, or investigated	freetalk
section	ˈsɛkʃən	A distinct part or portion of something	freetalk
sort	ˈsɔɹt	To arrange in a certain order or classification	freetalk
speed	ˈspid	The rate at which someone or something moves or travels	freetalk
travel	ˈtɹævəl	To go from one place to another, typically over a distance	freetalk
consider	kənˈsɪdɝ	Think carefully about (something), typically before making a decision	freetalk
contact	ˈkɑnˌtækt	The act or state of touching or meeting	freetalk
drop	ˈdɹɑp	A small quantity of liquid that falls or is produced in a more or less spherical mass; a liquid globule	freetalk
fair	ˈfɛɹ	Free from bias or injustice; impartial	freetalk
feet	ˈfit	The plural of foot	freetalk
kid	ˈkɪd	A young goat	freetalk
link	ˈlɪŋk	A connection between two things	freetalk
positive	ˈpɑzətɪv	Consisting in or characterized by the presence or possession of features or qualities rather than their absence	freetalk
sale	ˈseɪl	The exchange of goods or services for money	freetalk
throughout	θɹuˈaʊt	In every part; everywhere	freetalk
tour	ˈtʊɹ	A journey for pleasure or education	freetalk
welcome	ˈwɛlkəm	Greet with pleasure or kindly courtesy	freetalk
absolutely	ˌæbsəˈlutli	Completely; totally; without exception	freetalk
additional	əˈdɪʃənəl	Added to or making an existing whole greater in size, amount, or number	freetalk
beyond	bɪˈɑnd	On the far side of; past	freetalk
conditions	kənˈdɪʃənz	The state of something with regard to its appearance, quality, or working order	freetalk
earlier	ˈɝliɝ	Before in time	freetalk
extra	ˈɛkstɹə	Beyond what is usual or necessary	freetalk
forces	ˈfɔɹsɪz	Strength or energy as an attribute of physical action or movement	freetalk
immediately	ˌɪˈmiˌdiətli	Without delay	freetalk
jobs	ˈdʒɑbz	A paid position of regular employment	freetalk
leaving	ˈlivɪŋ	To go away from a place	freetalk
minute	ˈmɪnət	A unit of time equal to 60 seconds	freetalk
nature	ˈneɪtʃɝ	The physical world and everything in it that is not made by people	freetalk
numbers	ˈnʌmbɝz	A mathematical value used to represent quantity	freetalk
quick	ˈkwɪk	Moving fast or doing something in a short amount of time	freetalk
sell	ˈsɛl	To exchange (something) for money	freetalk
significant	səɡˈnɪfɪkənt	Sufficiently great or important to be worthy of attention; noteworthy	freetalk
studies	ˈstʌdiz	The act of learning or gaining knowledge through research or practice	freetalk
unless	ənˈlɛs	Except on the condition that; except under the circumstances that	freetalk
winning	ˈwɪnɪŋ	Achieving victory or success in a competition or contest	freetalk
agree	əˈɡɹi	Have the same opinion or be in harmony with someone or something	freetalk
clean	ˈklin	Free from dirt, marks, or stains	freetalk
computer	kəmˈpjutɝ	An electronic device for storing and processing data	freetalk
construction	kənˈstɹʌkʃən	The act or process of building or making something	freetalk
episode	ˈɛpəˌsoʊd	A single event or occurrence	freetalk
favorite	ˈfeɪvɝɪt	Preferred above all others	freetalk
income	ˈɪnˌkʌm	Money received, especially on a regular basis, for work or through investments	freetalk
justice	ˈdʒʌstəs	The quality of being fair and reasonable	freetalk
levels	ˈlɛvəlz	A position on a scale of intensity or amount	freetalk
manager	ˈmænədʒɝ	A person responsible for controlling or administering an organization or group	freetalk
movement	ˈmuvmənt	An act of changing physical location or position	freetalk
posted	ˈpoʊstɪd	Displayed or affixed in a public place for public notice or advertisement	freetalk
safety	ˈseɪfti	The state of being safe from harm or danger	freetalk
san	ˈsæn	A title of respect used before a man's name in Spanish-speaking countries	freetalk
scene	ˈsin	A place where an incident or event occurs	freetalk
sold	ˈsoʊld	past tense of sell	freetalk
sounds	ˈsaʊndz	Vibrations that travel through the air or another medium and can be heard when they reach a person's or animal's ear	freetalk
spend	ˈspɛnd	To pay out money	freetalk
statement	ˈsteɪtmənt	A definite or clear expression of something in speech or writing	freetalk
sun	ˈsʌn	The star around which the Earth orbits	freetalk
teams	ˈtimz	A group of people working together to achieve a common goal	freetalk
ability	əˈbɪləˌti	The power or capacity to do something	freetalk
announced	əˈnaʊnst	To make known publicly or officially	freetalk
asking	ˈæskɪŋ	Present participle of ask	freetalk
calling	ˈkɔlɪŋ	A strong urge or impulse towards a particular course of action or profession	freetalk
coach	ˈkoʊtʃ	A person who trains and directs athletes or performers	freetalk
collection	kəˈlɛkʃən	The action or process of collecting something	freetalk
continued	kənˈtɪnjud	Persisted without interruption	freetalk
costs	ˈkɑsts	The amount that has to be paid or spent to buy or obtain something	freetalk
definitely	ˈdɛfənətli	Without doubt	freetalk
designed	dɪˈzaɪnd	Planned out in detail	freetalk
expected	ɪkˈspɛktəd	Regarded as likely to happen	freetalk
gun	ˈɡʌn	A weapon incorporating a metal tube from which bullets, shells, or other missiles are propelled by explosive force	freetalk
happens	ˈhæpənz	Take place	freetalk
heavy	ˈhɛvi	Having great weight	freetalk
includes	ˌɪnˈkludz	Comprise or contain as part of a whole	freetalk
knowledge	ˈnɑlədʒ	Facts, information, and skills acquired through experience or education	freetalk
particularly	ˌpɑɹˈtɪkjəlɝli	To a higher degree than is usual or average	freetalk
search	ˈsɝtʃ	To look for information or items by examining carefully	freetalk
subject	səbˈdʒɛkt	A person or thing that is being discussed, described, or dealt with	freetalk
train	ˈtɹeɪn	A connected series of railroad cars or carriages	freetalk
wide	ˈwaɪd	Having great extent from side to side	freetalk
wow	ˈwaʊ	Used to express admiration or astonishment	freetalk
author	ˈɔθɝ	A person who writes a novel, poem, essay, etc	freetalk
centre	ˈsɛntɝ	The middle point of something	freetalk
claim	ˈkleɪm	State or assert that something is the case without providing evidence or proof	freetalk
dad	ˈdæd	A person's father	freetalk
developed	dɪˈvɛləpt	Having reached a more advanced or mature stage	freetalk
fear	ˈfɪɹ	An unpleasant emotion caused by the belief that someone or something is dangerous, likely to cause pain, or a threat	freetalk
fit	ˈfɪt	Of suitable quality, standard, or type to meet the required purpose	freetalk
generally	ˈdʒɛnɝəli	Usually; commonly; in most cases	freetalk
global	ˈɡloʊbəl	relating to or embracing the whole of something	freetalk
goals	ˈɡoʊlz	The object of a person's ambition or effort	freetalk
gotta	ˈɡɑtə	Have got to	freetalk
hotel	hoʊˈtɛl	A commercial establishment providing lodging, meals, and other guest services	freetalk
interested	ˈɪntɹəstɪd	Showing curiosity or concern about something	freetalk
judge	ˈdʒʌdʒ	A public official appointed to decide cases in a court of law	freetalk
lady	ˈleɪdi	A woman of good social position	freetalk
leader	ˈlidɝ	A person who leads or commands a group, organization, or country	freetalk
letter	ˈlɛtɝ	A written or printed communication addressed to a person or organization	freetalk
lines	ˈlaɪnz	A long, narrow mark or band	freetalk
material	məˈtɪɹiəl	The substance of which a thing is made or composed	freetalk
named	ˈneɪmd	A word or words by which an entity is designated and distinguished from others	freetalk
nobody	ˈnoʊˌbɑˌdi	No person; not anyone	freetalk
opportunity	ˌɑpɝˈtunəti	A set of circumstances that makes it possible to do something	freetalk
plus	ˈplʌs	In addition to	freetalk
pre	ˈpɹi	Before in time or place	freetalk
product	ˈpɹɑdəkt	An article or substance that is manufactured or refined for sale	freetalk
regular	ˈɹɛɡjəlɝ	Arranged in or constituting a constant or definite pattern, especially with the same space between individual instances	freetalk
secretary	ˈsɛkɹəˌtɛɹi	A person employed to handle correspondence, keep records, and make appointments	freetalk
sister	ˈsɪstɝ	A female sibling	freetalk
stories	ˈstɔɹiz	An account of imaginary or real people and events told for entertainment	freetalk
unit	ˈjunət	An individual thing or person regarded as single and complete	freetalk
workers	ˈwɝkɝz	A person who works, especially for wages	freetalk
annual	ˈænjuəl	Occurring once every year	freetalk
anymore	ˌɛniˈmɔɹ	Nowadays	freetalk
bar	ˈbɑɹ	A long, narrow piece of solid material	freetalk
battle	ˈbætəl	A fight between armed forces	freetalk
brain	ˈbɹeɪn	The organ inside the skull that controls thought, memory, feelings, and activity	freetalk
contract	ˈkɑnˌtɹækt	A written or spoken agreement between two or more parties	freetalk
degree	dɪˈɡɹi	A unit of measurement for angles	freetalk
families	ˈfæməliz	A group consisting of parents and their children	freetalk
features	ˈfitʃɝz	A distinctive attribute or aspect of something	freetalk
finished	ˈfɪnɪʃt	Brought to an end; completed	freetalk
floor	ˈflɔɹ	The lower surface of a room on which one may walk	freetalk
growing	ˈɡɹoʊɪŋ	Increasing in size or quantity	freetalk
hurt	ˈhɝt	Cause physical pain or injury to	freetalk
image	ˈɪmədʒ	A representation of the external form of a person or thing in art	freetalk
insurance	ˌɪnˈʃʊɹəns	A thing providing protection against a possible eventuality	freetalk
majority	məˈdʒɔɹəti	The greater number or part; more than half	freetalk
meant	ˈmɛnt	Intended to convey or refer to (past tense of mean)	freetalk
opening	ˈoʊpənɪŋ	An act or instance of making or becoming open	freetalk
opinion	əˈpɪnjən	A belief or judgment about something	freetalk
physical	ˈfɪzɪkəl	Of or relating to the body as opposed to the mind	freetalk
pro	ˈpɹoʊ	In favor of something; supporting or approving	freetalk
reach	ˈɹitʃ	To extend or stretch out	freetalk
rule	ˈɹul	One of a set of explicit or understood regulations or principles governing conduct or procedure within a particular area of activity	freetalk
seriously	ˈsɪɹiəsli	In a solemn or thoughtful manner	freetalk
sports	ˈspɔɹts	An activity involving physical exertion and skill in which an individual or team competes against another or others for entertainment	freetalk
stupid	ˈstupəd	Lacking intelligence or common sense	freetalk
successful	səkˈsɛsfəl	Accomplishing an aim or purpose	freetalk
active	ˈæktɪv	Engaged in action; characterized by energetic movement	freetalk
administration	ædˌmɪnɪˈstɹeɪʃən	The process or activity of managing and organizing tasks or resources	freetalk
approach	əˈpɹoʊtʃ	Come near or nearer to (someone or something) in distance or time	freetalk
biggest	ˈbɪɡəst	Of considerable size or extent	freetalk
cancer	ˈkænsɝ	A disease caused by an uncontrolled division of abnormal cells in a part of the body	freetalk
civil	ˈsɪvəl	Courteous and polite	freetalk
dance	ˈdæns	Move rhythmically to music, typically following a set sequence of steps	freetalk
defense	dɪˈfɛns	The action of defending from or resisting attack	freetalk
direction	dɝˈɛkʃən	The course or path that a person or thing is moving or facing	freetalk
independent	ˌɪndɪˈpɛndənt	Not influenced or controlled by others	freetalk
master	ˈmæstɝ	A person with the ability or power to control or use something	freetalk
none	ˈnʌn	Not any	freetalk
reasons	ˈɹizənz	The basis or motive for an action, decision, or belief	freetalk
ship	ˈʃɪp	A large seagoing vessel	freetalk
stock	ˈstɑk	The goods or merchandise kept on the premises of a business or warehouse and available for sale or distribution	freetalk
trump	ˈtɹʌmp	To surpass or outdo someone or something	freetalk
weekend	ˈwiˌkɛnd	The end of the week, typically Saturday and Sunday	freetalk
wonder	ˈwʌndɝ	A feeling of amazement and admiration caused by something beautiful, remarkable, or unfamiliar	freetalk
worst	ˈwɝst	Most inferior, bad, or unfavorable	freetalk
awesome	ˈɑsəm	Extremely impressive or daunting; inspiring great admiration, apprehension, or fear	freetalk
band	ˈbænd	A group of people working together for a common purpose	freetalk
beach	ˈbitʃ	A pebbly or sandy shore, especially by the ocean	freetalk
cash	ˈkæʃ	Money in the form of coins or banknotes, especially that which is immediately available	freetalk
clearly	ˈklɪɹli	In a way that is easy to see or understand	freetalk
commercial	kəˈmɝʃəl	Related to or engaged in commerce	freetalk
compared	kəmˈpɛɹd	To examine the similarities and differences between two or more things	freetalk
effort	ˈɛfɝt	A vigorous or determined attempt	freetalk
ended	ˈɛndəd	To come to a stop; cease	freetalk
fan	ˈfæn	A device with rotating blades that creates a current of air	freetalk
fighting	ˈfaɪtɪŋ	Engaged in a physical struggle or conflict	freetalk
imagine	ˌɪˈmædʒən	Form a mental image or concept of something	freetalk
impact	ˌɪmˈpækt	The action of one object coming forcibly into contact with another	freetalk
lack	ˈlæk	To be without something that is needed or desired	freetalk
latest	ˈleɪtəst	Most recent or newest	freetalk
learning	ˈlɝnɪŋ	The acquisition of knowledge or skills through study, experience, or being taught	freetalk
multiple	ˈmʌltəpəl	Having or involving several parts, elements, or members	freetalk
older	ˈoʊldɝ	Having lived or existed for a greater length of time	freetalk
operation	ˌɑpɝˈeɪʃən	The action of functioning or being active	freetalk
organization	ˌɔɹɡənəˈzeɪʃən	An organized body of people with a particular purpose	freetalk
passed	ˈpæst	Moved past or beyond something	freetalk
pictures	ˈpɪktʃɝz	A visual representation or image produced by painting, drawing, photography, etc	freetalk
protect	pɹəˈtɛkt	Keep safe from harm or injury	freetalk
secret	ˈsikɹət	Something that is kept hidden or concealed	freetalk
senior	ˈsinjɝ	Higher in rank or standing	freetalk
spring	ˈspɹɪŋ	A season of the year between winter and summer	freetalk
telling	ˈtɛlɪŋ	Having a strong effect; significant	freetalk
wear	ˈwɛɹ	To have on one's body as clothing	freetalk
activities	ækˈtɪvətiz	The condition in which things are happening or being done	freetalk
address	ˈæˌdɹɛs	The location where someone lives or receives mail	freetalk
analysis	əˈnæləsəs	Detailed examination of the elements or structure of something	freetalk
anyway	ˈɛniˌweɪ	In any case	freetalk
bought	ˈbɑt	past tense of buy	freetalk
calls	ˈkɔlz	To cry out in a loud voice	freetalk
choose	ˈtʃuz	To select from a number of possibilities	freetalk
color	ˈkʌlɝ	The property possessed by an object of producing different sensations on the eye as a result of the way it reflects or emits light	freetalk
commission	kəˈmɪʃən	An instruction, command, or duty given to a person or group	freetalk
competition	ˌkɑmpəˈtɪʃən	The act of competing	freetalk
details	dɪˈteɪlz	An individual feature, fact, or item	freetalk
direct	dɝˈɛkt	To control the operations of; manage or govern	freetalk
dream	ˈdɹim	A series of thoughts, images, and sensations occurring in a person's mind during sleep	freetalk
easily	ˈizəli	Without difficulty or effort	freetalk
finish	ˈfɪnɪʃ	Bring (a task or activity) to an end	freetalk
grand	ˈɡɹænd	Impressive in size, appearance, or general effect	freetalk
here's	ˈhɪɹz	Short for 'here is'	shadowline
increased	ˌɪnˈkɹist	Become or make greater in size, amount, intensity, or degree	freetalk
literally	ˈlɪtɝəli	In a literal or strict sense, without exaggeration or metaphor	freetalk
luck	ˈlʌk	Success or failure apparently brought by chance rather than through one's own actions	freetalk
marriage	ˈmɛɹɪdʒ	The legally or formally recognized union of two people as partners in a personal relationship	freetalk
names	ˈneɪmz	A word or set of words by which a person, animal, place, or thing is known, addressed, or referred to	freetalk
necessary	ˈnɛsəˌsɛɹi	Required to be done, achieved, or present; essential	freetalk
patients	ˈpeɪʃənts	A person receiving medical treatment	freetalk
resources	ˈɹisɔɹsɪz	A natural feature or phenomenon that enhances the quality of human life	freetalk
rich	ˈɹɪtʃ	Having a great deal of money or assets	freetalk
skin	ˈskɪn	The external covering or integument of an animal body, especially when soft and flexible	freetalk
speaking	ˈspikɪŋ	The act of conveying information or expressing thoughts through words	freetalk
supposed	səˈpoʊzd	Assumed or believed to be true without proof	freetalk
sweet	ˈswit	Having the taste or flavor characteristic of sugar or honey	freetalk
thus	ˈðʌs	In this way	freetalk
touch	ˈtʌtʃ	Come into or be in contact with (something)	freetalk
yesterday	ˈjɛstɝˌdeɪ	On the day before today	freetalk
caught	ˈkɑt	Past tense of catch	freetalk
closed	ˈkloʊzd	Not open	freetalk
congress	ˈkɑŋɡɹəs	A formal meeting or assembly of representatives for discussion or decision-making	freetalk
damage	ˈdæmədʒ	Physical harm caused to something	freetalk
directly	dɝˈɛktli	In a straight line or course without deviation	freetalk
disease	dɪˈziz	A disorder of structure or function in a human, animal, or plant, especially one that produces specific signs or symptoms	freetalk
doctor	ˈdɑktɝ	A person licensed to practice medicine	freetalk
doubt	ˈdaʊt	To feel uncertain about something	freetalk
drink	ˈdɹɪŋk	To consume liquid through the mouth	freetalk
driving	ˈdɹaɪvɪŋ	The act of operating a vehicle	freetalk
established	ɪˈstæblɪʃt	Having been in existence for a long time	freetalk
feels	ˈfilz	To perceive or experience emotions or sensations	freetalk
fish	ˈfɪʃ	A cold-blooded vertebrate animal that lives in water and breathes through gills	freetalk
gay	ˈɡeɪ	Happy or cheerful	freetalk
glad	ˈɡlæd	Feeling pleasure or happiness	freetalk
greater	ˈɡɹeɪtɝ	Larger in size or amount than another	freetalk
grow	ˈɡɹoʊ	To increase in size or amount	freetalk
largest	ˈlɑɹdʒəst	Of great size or extent	freetalk
machine	məˈʃin	An apparatus using mechanical power and having several parts, each with a definite function and together performing a particular task	freetalk
notice	ˈnoʊtəs	To become aware of something by seeing or hearing it	freetalk
overall	ˈoʊvɝˌɔl	Taking everything into account; considering everything	freetalk
planning	ˈplænɪŋ	The act or process of making plans for something	freetalk
professor	pɹəˈfɛsɝ	A teacher of the highest rank in a college or university	freetalk
programs	ˈpɹoʊˌɡɹæmz	A planned series of future events or performances	freetalk
records	ɹəˈkɔɹdz	A collection of related data or information stored in a structured format	freetalk
reports	ɹɪˈpɔɹts	An account given of a particular matter, especially in the form of an official document, after thorough investigation or consideration	freetalk
shown	ˈʃoʊn	Displayed or exhibited	freetalk
sit	ˈsɪt	To be seated	freetalk
trip	ˈtɹɪp	A journey or excursion, especially for pleasure	freetalk
associated	əˈsoʊsiˌeɪtɪd	Connected or related to something else	freetalk
basic	ˈbeɪsɪk	Forming an essential foundation or starting point; fundamental	freetalk
captain	ˈkæptən	A person who is in command of a ship	freetalk
carry	ˈkæɹi	To support the weight of something and move it from one place to another	freetalk
cars	ˈkɑɹz	A vehicle moving on wheels, usually with an engine, used for transporting people or goods	freetalk
crime	ˈkɹaɪm	An action or omission that constitutes an offense that may be prosecuted by the state and is punishable by law	freetalk
effective	ɪˈfɛktɪv	Successful in producing a desired or intended result	freetalk
effects	ɪˈfɛkts	A change that is a result or consequence of an action or other cause	freetalk
explain	ɪkˈspleɪn	Make (an idea, situation, or problem) clear to someone by describing it in more detail	freetalk
fully	ˈfʊli	Completely or entirely	freetalk
highly	ˈhaɪli	To a great extent or degree	freetalk
holding	ˈhoʊldɪŋ	The act of keeping something in one's possession	freetalk
japan	dʒəˈpæn	A country in East Asia	freetalk
laws	ˈlɔz	A statement of fact, deduced from observation, to the effect that a particular natural or scientific phenomenon always occurs if certain conditions are present	freetalk
male	ˈmeɪl	Of or denoting the sex that produces small, typically motile gametes, especially spermatozoa, with which a female may be fertilized or inseminated to produce offspring	freetalk
parties	ˈpɑɹtiz	A social gathering of people for pleasure or entertainment	freetalk
plant	ˈplænt	A living organism that typically grows in soil and has leaves, stems, and roots	freetalk
reality	ˌɹiˈæləˌti	The state of things as they actually exist, as opposed to an idealistic or notional idea	freetalk
smith	ˈsmɪθ	A person who works with metal, especially a blacksmith	freetalk
spot	ˈspɑt	A small, round mark or stain	freetalk
we'll	ˈwil	Short for 'we will'	shadowline
winter	ˈwɪntɝ	The coldest season of the year, occurring between autumn and spring	freetalk
worse	ˈwɝs	More inferior in quality or condition than something else	freetalk
advice	ædˈvaɪs	Guidance or recommendations offered to help someone make a decision or solve a problem	freetalk
agreement	əˈɡɹimənt	Harmony or accordance in opinion or feeling	freetalk
ain't	ˈeɪnt	Informal short form of 'is not', 'are not' or 'have not'	shadowline
award	əˈwɔɹd	A prize or other mark of recognition given in honor of an achievement	freetalk
block	ˈblɑk	A solid piece of hard material, such as wood or stone	freetalk
broken	ˈbɹoʊkən	Not functioning properly	freetalk
caused	ˈkɑzd	To be the reason for something happening	freetalk
challenge	ˈtʃæləndʒ	A call or summons to engage in a contest, especially a duel	freetalk
characters	ˈkæɹəktɝz	A letter, number, or symbol used in writing or printing	freetalk
comment	ˈkɑmɛnt	A remark, observation, or criticism	freetalk
equipment	ɪˈkwɪpmənt	The necessary items for a particular purpose, such as tools or machinery	freetalk
eventually	ɪˈvɛntʃəwəli	At some later time; in the end	freetalk
helped	ˈhɛlpt	To give assistance or support to	freetalk
holy	ˈhoʊli	Dedicated or consecrated to God or a religious purpose	freetalk
killing	ˈkɪlɪŋ	The act of causing death	freetalk
lived	ˈlɪvd	To have life; to exist	freetalk
lots	ˈlɑts	A large number or amount	freetalk
nation	ˈneɪʃən	A large body of people united by common descent, history, culture, or language, inhabiting a particular country or territory	freetalk
otherwise	ˈʌðɝˌwaɪz	In a different way	freetalk
peter	ˈpitɝ	To diminish or fade away gradually	freetalk
prices	ˈpɹaɪsəz	The amount of money expected, required, or given in payment for something	freetalk
primary	ˈpɹaɪˌmɛɹi	First in order or time; earliest	freetalk
purpose	ˈpɝpəs	The reason for which something is done or created	freetalk
rates	ˈɹeɪts	A fixed price paid or charged for something	freetalk
responsible	ɹiˈspɑnsəbəl	Liable to be called to account; answerable	freetalk
shop	ˈʃɑp	A building or room where goods or services are sold	freetalk
showing	ˈʃoʊɪŋ	Presenting or displaying something to be seen	freetalk
sick	ˈsɪk	Affected by physical or mental illness	freetalk
teacher	ˈtitʃɝ	A person who teaches, especially in a school	freetalk
theory	ˈθɪɹi	A supposition or a system of ideas intended to explain something, especially one based on general principles independent of the thing to be explained	freetalk
uses	ˈjusəz	To employ for some purpose	freetalk
agency	ˈeɪdʒənsi	A business or organization established to provide a particular service	freetalk
avoid	əˈvɔɪd	Keep away from or stop oneself from doing (something)	freetalk
camera	ˈkæmɝə	A device for capturing images or recording videos	freetalk
catch	ˈkætʃ	To capture or seize	freetalk
cell	ˈsɛl	A small room in a prison or monastery	freetalk
coast	ˈkoʊst	The land next to the sea; seashore	freetalk
comments	ˈkɑmɛnts	A verbal or written remark expressing an opinion or reaction	freetalk
drug	ˈdɹʌɡ	A substance used in the diagnosis, treatment, or prevention of a disease or as a component of a medication	freetalk
economy	ɪˈkɑnəmi	The system of production, distribution, and consumption of goods and services	freetalk
environment	ɪnˈvaɪɹənmənt	The surroundings or conditions in which a person, animal, or plant lives or operates	freetalk
executive	ɪɡˈzɛkjətɪv	A person with senior managerial responsibility in a business organization	freetalk
foot	ˈfʊt	The lower extremity of the leg below the ankle, on which a person stands or walks	freetalk
hall	ˈhɔl	A large room for meetings or events	freetalk
mass	ˈmæs	A large number of people or objects crowded together	freetalk
meaning	ˈminɪŋ	What is meant by a word, text, concept, or action	freetalk
mission	ˈmɪʃən	An important assignment carried out for political, religious, or commercial purposes	freetalk
nine	ˈnaɪn	The number equivalent to the sum of one and eight	freetalk
officers	ˈɔfəsɝz	A person holding a position of authority in the military or a government agency	freetalk
operations	ˌɑpɝˈeɪʃənz	The action of functioning or working	freetalk
politics	ˈpɑləˌtɪks	The activities associated with the governance of a country or area	freetalk
pop	ˈpɑp	A sudden, sharp sound	freetalk
produced	pɹəˈdust	To bring into existence; create	freetalk
ran	ˈɹæn	past tense of run	freetalk
status	ˈstætəs	The position of an individual in relation to others	freetalk
therefore	ˈðɛɹˌfɔɹ	For that reason; consequently	freetalk
trial	ˈtɹaɪəl	A test of the performance, qualities, or suitability of someone or something	freetalk
truly	ˈtɹuli	In a manner that is genuine or real	freetalk
weather	ˈwɛðɝ	The state of the atmosphere at a place and time as regards heat, dryness, sunshine, wind, rain, etc	freetalk
activity	ækˈtɪvəti	The state or quality of being active	freetalk
application	ˌæpləˈkeɪʃən	The act of putting something into operation or use	freetalk
claims	ˈkleɪmz	State or assert that something is the case without providing evidence or proof	freetalk
coffee	ˈkɑfi	A hot drink made from the roasted and ground seeds of a tropical plant	freetalk
complex	ˈkɑmplɛks	Consisting of many different and connected parts	freetalk
condition	kənˈdɪʃən	The state of something with regard to its appearance, quality, or working order	freetalk
division	dɪˈvɪʒən	The act or process of dividing or separating into parts	freetalk
evening	ˈivnɪŋ	The period of time between afternoon and night	freetalk
flight	ˈflaɪt	The act of flying through the air	freetalk
freedom	ˈfɹidəm	The power or right to act, speak, or think as one wants without hindrance or restraint	freetalk
google	ˈɡuɡəl	A search engine that allows users to search the internet for information	freetalk
heat	ˈhit	The quality of being hot; high temperature	freetalk
